course_id,course_name,institution,institution_id,county,ownership,level,cluster,min_grade,open_entry,duration_months,tuition_kes,fee_basis,verification_note
c225,Artisan in Electrical Alarm and Security System Technology,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,tech,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c222,Artisan in Electrical Installation,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,maker,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c226,Artisan in Engine Technology,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,maker,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c230,Artisan in Fashion and Apparel Design,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,maker,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c229,Artisan in Food and Beverage,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,creator,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c227,Artisan in Masonry,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,maker,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c228,Artisan in Plumbing,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,maker,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c223,Artisan in Solar PV Installation,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,artisan,maker,E,no,12,67189,derived,"Programme named in Kisumu National Polytechnic's published artisan course list. Published entry requirements for this institution conflict — one states the KUCCPS national artisan floor of E, another states D plain or D+ — so the more restrictive figure is recorded rather than the one that would flatter eligibility. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026), which sector reporting also gives as the average artisan programme cost. Confirm both grade and fee with the registrar. CORRECTION, August 2026: this record previously carried D, chosen deliberately as the more restrictive of two conflicting published figures so as not to flatter eligibility. That principle is right for a fee and backwards for an entry grade. Quoting a fee high leaves a reader pleasantly surprised; quoting a grade high removes the card from their screen entirely, so an E-grade learner never learns the course exists and cannot even ask. Kisumu National Polytechnic publishes artisan (Level 4) entry as a KCSE mean grade of D- or E, or a KCPE certificate, and E is also the KUCCPS national artisan floor (institutional listings and Kenyan education-sector coverage, cross-checked August 2026). Recorded at E so the learner sees it and is told to confirm - published requirements for this institution do conflict, so confirm the grade with the registrar before you rely on it."
c277,Certificate in Human Resource Management (CDACC Level 5),Kisumu National Polytechnic,kisumu_poly,Kisumu,public,certificate,people,D,no,12,67189,derived,"Qualification is a TVET CDACC national curriculum at Level 5, so the same competencies and external assessment apply wherever it is taught. Entry at Level 4/5 is a KCSE mean grade of D plain — the reason this record exists, since Njia's business and finance clusters were until now almost entirely closed below C-. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, announced by Education CS Julius Migos Ogamba on 6 March 2026 and reported across Kenyan sector coverage), scaled to course duration. Institutes bill per term and per-course amounts differ — confirm with the registrar, and confirm the college is currently accredited to assess this qualification."
c017,Certificate in Software Development,Kisumu National Polytechnic,kisumu_poly,Kisumu,public,certificate,tech,D+,no,12,67189,derived,"Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, as announced by government and reported by Eastleigh Voice/sector coverage, August 2026), scaled to course duration. Institutes bill per term/year and per-course amounts can differ - confirm with the registrar. This record previously carried an uncited figure; it now derives from the same national rate its 200 siblings use."
c269,Diploma in Accountancy (CDACC Level 6),Kisumu National Polytechnic,kisumu_poly,Kisumu,public,diploma,numbers,C-,no,24,134378,derived,"Qualification is a TVET CDACC national curriculum at Level 6, so the same competencies and external assessment apply wherever it is taught. Entry is a KCSE mean grade of C- and above, or completion of the Level 5 certificate in the same field — which is the ladder out of a D grade rather than a dead end. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, announced by Education CS Julius Migos Ogamba on 6 March 2026 and reported across Kenyan sector coverage), scaled to course duration. Institutes bill per term and per-course amounts differ — confirm with the registrar, and confirm the college is currently accredited to assess this qualification."
c283,Diploma in Human Resource Management (CDACC Level 6),Kisumu National Polytechnic,kisumu_poly,Kisumu,public,diploma,people,C-,no,24,134378,derived,"Qualification is a TVET CDACC national curriculum at Level 6, so the same competencies and external assessment apply wherever it is taught. Entry is a KCSE mean grade of C- and above, or completion of the Level 5 certificate in the same field — which is the ladder out of a D grade rather than a dead end. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, announced by Education CS Julius Migos Ogamba on 6 March 2026 and reported across Kenyan sector coverage), scaled to course duration. Institutes bill per term and per-course amounts differ — confirm with the registrar, and confirm the college is currently accredited to assess this qualification."
c302,Diploma in Information Communication Technology (CDACC Level 6),Kisumu National Polytechnic,kisumu_poly,Kisumu,public,diploma,tech,C-,no,24,134378,derived,"Qualification is a TVET CDACC national curriculum at Level 6, so the same competencies and external assessment apply wherever it is taught. Entry is a KCSE mean grade of C- and above, or completion of the Level 5 certificate in the same field — which is the ladder out of a D grade rather than a dead end. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, announced by Education CS Julius Migos Ogamba on 6 March 2026 and reported across Kenyan sector coverage), scaled to course duration. Institutes bill per term and per-course amounts differ — confirm with the registrar, and confirm the college is currently accredited to assess this qualification."
c293,Diploma in Supply Chain Management (CDACC Level 6),Kisumu National Polytechnic,kisumu_poly,Kisumu,public,diploma,business,C-,no,24,134378,derived,"Qualification is a TVET CDACC national curriculum at Level 6, so the same competencies and external assessment apply wherever it is taught. Entry is a KCSE mean grade of C- and above, or completion of the Level 5 certificate in the same field — which is the ladder out of a D grade rather than a dead end. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, announced by Education CS Julius Migos Ogamba on 6 March 2026 and reported across Kenyan sector coverage), scaled to course duration. Institutes bill per term and per-course amounts differ — confirm with the registrar, and confirm the college is currently accredited to assess this qualification."
c262,Tax Clerk Certificate (CDACC Level 5),Kisumu National Polytechnic,kisumu_poly,Kisumu,public,certificate,numbers,D,no,12,67189,derived,"Qualification is a TVET CDACC national curriculum at Level 5, so the same competencies and external assessment apply wherever it is taught. Entry at Level 4/5 is a KCSE mean grade of D plain — the reason this record exists, since Njia's business and finance clusters were until now almost entirely closed below C-. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, announced by Education CS Julius Migos Ogamba on 6 March 2026 and reported across Kenyan sector coverage), scaled to course duration. Institutes bill per term and per-course amounts differ — confirm with the registrar, and confirm the college is currently accredited to assess this qualification."
c508,Bachelor of Arts in Political Science,Maseno University,maseno,Kisumu,public,degree,people,C+,no,48,,unpublished,"Maseno University is a CUE-chartered public university and the programme is named in the KUCCPS degree programme listing, which is how a Kenyan school leaver actually reaches it. Entry is recorded at the national KUCCPS degree minimum of a C+ mean grade; placement is by cluster points that move every cycle and are set per programme, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cluster cut-off on the KUCCPS portal. The university does not publish a single per-programme price for this course, and that is the honest answer rather than a gap: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band - scholarship, loan and household contribution combined - rather than by one per-programme figure. No fee is shown rather than a guessed one."
c509,Bachelor of Business Studies,Maseno University,maseno,Kisumu,public,degree,business,C+,no,48,,unpublished,"Maseno University is a CUE-chartered public university and the programme is named in the KUCCPS degree programme listing, which is how a Kenyan school leaver actually reaches it. Entry is recorded at the national KUCCPS degree minimum of a C+ mean grade; placement is by cluster points that move every cycle and are set per programme, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cluster cut-off on the KUCCPS portal. The university does not publish a single per-programme price for this course, and that is the honest answer rather than a gap: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band - scholarship, loan and household contribution combined - rather than by one per-programme figure. No fee is shown rather than a guessed one."
c511,"Bachelor of Education (Arts, with IT)",Maseno University,maseno,Kisumu,public,degree,people,C+,no,48,,unpublished,"Maseno University is a CUE-chartered public university and the programme is named in the KUCCPS degree programme listing, which is how a Kenyan school leaver actually reaches it. Entry is recorded at the national KUCCPS degree minimum of a C+ mean grade; placement is by cluster points that move every cycle and are set per programme, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cluster cut-off on the KUCCPS portal. The university does not publish a single per-programme price for this course, and that is the honest answer rather than a gap: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band - scholarship, loan and household contribution combined - rather than by one per-programme figure. No fee is shown rather than a guessed one."
c510,Bachelor of Science in Earth Science,Maseno University,maseno,Kisumu,public,degree,numbers,C+,no,48,,unpublished,"Maseno University is a CUE-chartered public university and the programme is named in the KUCCPS degree programme listing, which is how a Kenyan school leaver actually reaches it. Entry is recorded at the national KUCCPS degree minimum of a C+ mean grade; placement is by cluster points that move every cycle and are set per programme, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cluster cut-off on the KUCCPS portal. The university does not publish a single per-programme price for this course, and that is the honest answer rather than a gap: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band - scholarship, loan and household contribution combined - rather than by one per-programme figure. No fee is shown rather than a guessed one."
c427,Bachelor of Science in Clinical Medicine and Community Health,Uzima University,uzima,Kisumu,private,degree,carer,C+,no,60,,unpublished,"Uzima University was founded by the Archdiocese of Kisumu, is affiliated to the Catholic University of Eastern Africa, and its health programmes are accredited by the Commission for University Education and the Clinical Officers Council (cross-reported August 2026). It is a private university and sets its own fees; its fee schedule could not be verified from any source reachable here, so no figure is shown rather than a guessed one. Entry to clinical programmes carries subject requirements in the sciences on top of the mean grade — confirm both with the university."
c426,Bachelor of Science in Nursing,Uzima University,uzima,Kisumu,private,degree,carer,C+,no,48,,unpublished,"Uzima University was founded by the Archdiocese of Kisumu, is affiliated to the Catholic University of Eastern Africa, and its health programmes are accredited by the Commission for University Education and the Clinical Officers Council (cross-reported August 2026). It is a private university and sets its own fees; its fee schedule could not be verified from any source reachable here, so no figure is shown rather than a guessed one. Entry to clinical programmes carries subject requirements in the sciences on top of the mean grade — confirm both with the university."
c425,Diploma in Clinical Medicine,Uzima University,uzima,Kisumu,private,diploma,carer,C+,no,36,,unpublished,"Uzima University was founded by the Archdiocese of Kisumu, is affiliated to the Catholic University of Eastern Africa, and its health programmes are accredited by the Commission for University Education and the Clinical Officers Council (cross-reported August 2026). It is a private university and sets its own fees; its fee schedule could not be verified from any source reachable here, so no figure is shown rather than a guessed one. Entry to clinical programmes carries subject requirements in the sciences on top of the mean grade — confirm both with the university."
c103,Certificate in Community Health Assistant,Kenya Medical Training College (KMTC) — Kitui Campus,kmtc_kitui,Kitui,public,certificate,carer,C-,no,24,160200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying. Entry was previously recorded here as a D+ mean grade. That was wrong, and the error is worth naming: D+ is the BIOLOGY SUBJECT requirement for this award, not the mean grade, and it had been written into the mean-grade field. KMTC publishes a minimum KCSE mean grade of C- for every certificate programme, with the cluster-subject requirement on top - for this course a D+ in Biology or Biological Sciences and a D in one of Mathematics, Chemistry, Physics or Physical Sciences. So the C- is needed overall AND the subject grades on top. The duration and the fee moved with it: the certificate runs two years rather than one, so the national schedule multiplies out to Ksh 160,200 instead of Ksh 82,200."
c102,Diploma in Kenya Registered Community Health Nursing (KRCHN),Kenya Medical Training College (KMTC) — Kitui Campus,kmtc_kitui,Kitui,public,diploma,carer,C+,no,36,238200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c587,Bachelor of Arts in Social Work,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,people,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c581,Bachelor of Commerce,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,business,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c583,Bachelor of Economics and Statistics,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,numbers,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c585,Bachelor of Education (Arts),South Eastern Kenya University (SEKU),seku,Kitui,public,degree,people,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c586,Bachelor of Education (Science),South Eastern Kenya University (SEKU),seku,Kitui,public,degree,people,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c580,Bachelor of Information Technology,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,tech,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c588,Bachelor of Laws (LLB),South Eastern Kenya University (SEKU),seku,Kitui,public,degree,people,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c582,Bachelor of Procurement and Supply Chain Management,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,business,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c584,Bachelor of Science in Actuarial Science,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,numbers,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c571,Bachelor of Science in Agriculture,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,maker,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c579,Bachelor of Science in Computer Science,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,tech,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c572,Bachelor of Science in Dryland Agriculture,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,maker,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
c574,Bachelor of Science in Environmental Management,South Eastern Kenya University (SEKU),seku,Kitui,public,degree,numbers,C+,no,48,,unpublished,"South Eastern Kenya University is a public chartered university and had not been listed here at all. Programme named in its published course listing; degrees are placed through KUCCPS at the national minimum of a KCSE mean grade of C+, with cluster-point cut-offs that move every cycle, so C+ is the floor to be eligible to apply rather than a guarantee of a place - check the current cut-off on the KUCCPS portal. It does not publish a single per-programme price: Kenya retired the Differentiated Unit Cost in May 2023 for the Student-Centred Funding Model, under which what a student pays is set by an assessed means band, so no fee is shown rather than a guessed one. SEKU also runs certificate, diploma and TVET programmes that enter below C+; their individual names were not published in any source reachable from this build, so they are not listed and are worth asking about."
